Entry Date,Posting Date,Organization,Organization Branch,Vendor Inv No,Vendor Inv Date,Currency,ExchRate,Narration,Due Date,Charge or GL,Charge or GL Name,Charge or GL Amount,DR or CR,Cost Center,Branch, Charge Narration,TaxGroup,Tax Type,SAC or HSN,Taxcode1,Taxcode1 Amt,Taxcode2,Taxcode2 Amt,Taxcode3,Taxcode3 Amt,Taxcode4,Taxcode4 Amt,Avail Tax Credit,LOB,Ref Type,Ref No,Amount,Start Date,End Date,WH Tax Code,WH Tax Percentage,WH Tax Taxable,WH Tax Amount,Round Off,CC Code
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,RAJASTHAN,RJ1252611AN16053,18-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM JDH TO DEL PNR:A9FUUQ PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1181.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,9734.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,RAJASTHAN,RJ1252611AO09538,30-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM JDH TO DEL PNR:A9FUUQ PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,257.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,13.0,,,,,,,100,,,,270.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,NEW DELHI,072612BP11AES686,17-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM DEL TO BOM PNR:DHE9BI PAX:AGRAWAL NISARG MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5261.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,263.0,,,,,,,100,,,,6001.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,AIR INDIA LTD,NEW DELHI,072612BP11AES686,17-Nov-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM DEL TO BOM PNR:DHE9BI PAX:AGRAWAL NISARG MR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,477.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,6001.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252601EL63162,30-Jan-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO BAH PNR:R57I5S PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,57540.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,2877.0,,,,,,,100,,,,66414.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252601EL63162,30-Jan-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO BAH PNR:R57I5S PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5997.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,66414.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,Gulf Air B.S.C. (c),,TKMHP/2510/04496,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO Gulf Air B.S.C. (c) PNR:0722870676002,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,35985.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,6478.0,,,,,,,100,,,,44532.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,Gulf Air B.S.C. (c),,TKMHP/2510/04496,21-Oct-2025,INR,1,BEING AMOUNT PAYABLE TO Gulf Air B.S.C. (c) PNR:0722870676002,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,2069.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,44532.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252601EJ22363,23-Jan-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO SIN PNR:R5VYTS PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,26652.0,Dr,,HARYANA,BASE FARE,GSTIN,Taxable,996425,IGST,1332.0,,,,,,,100,,,,33981.0,,,,,,,Yes,
13-Feb-2026,13-Feb-2026,InterGlobe Aviation Limited,SANTACRUZ,MH1252601EJ22363,23-Jan-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO SIN PNR:R5VYTS PAX:PNR,13-Feb-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5997.0,Dr,,HARYANA,AIRPORT CHARGES,,Non-Taxable,,,,,,,,,,100,,,,33981.0,,,,,,,Yes,
